,Season,SeasonElo,TeamID
55811,2014,1066.903862,1165
61333,2015,1215.573987,1165
66806,2016,1364.356561,1165
72067,2017,1264.428191,1165
82018,2018,1365.463104,1165
1111,2003,1771.759782,1166
5670,2004,1887.60075,1166
10112,2005,1724.059684,1166
14924,2006,1781.774346,1166
20244,2007,1721.586482,1166
25132,2008,1964.047571,1166
30046,2009,1859.060465,1166
35248,2010,1697.853725,1166
40659,2011,1612.115694,1166
46098,2012,1792.579902,1166
51067,2013,1894.357438,1166
56519,2014,1899.58138,1166
61713,2015,1966.228961,1166
67005,2016,1744.197481,1166
72553,2017,1940.605148,1166
81943,2018,1886.331013,1166
24954,2008,1236.346649,1167
30533,2009,1206.279724,1167
35552,2010,1227.549309,1167
40247,2011,1235.588725,1167
45828,2012,1315.831177,1167
51068,2013,1430.496844,1167
56394,2014,1389.652771,1167
61497,2015,1291.860444,1167
67380,2016,1457.320452,1167
72144,2017,1647.129768,1167
81963,2018,1370.254907,1167
1112,2003,1415.600577,1168
5461,2004,1427.78246,1168
11067,2005,1491.974398,1168
15339,2006,1544.62875,1168
20022,2007,1527.829673,1168
25247,2008,1570.53602,1168
29732,2009,1596.183671,1168
35817,2010,1349.653502,1168
40404,2011,1359.148054,1168
45829,2012,1428.342827,1168
52014,2013,1619.395925,1168
56124,2014,1342.300891,1168
61558,2015,1374.080866,1168
67088,2016,1401.750446,1168
72361,2017,1155.890799,1168
82015,2018,1572.927661,1168
1209,2003,1577.057139,1169
6023,2004,1482.886782,1169
10217,2005,1386.194946,1169
15927,2006,1458.413048,1169
19680,2007,1391.280387,1169
24785,2008,1495.775436,1169
30017,2009,1460.573621,1169
35270,2010,1564.432028,1169
40865,2011,1324.748539,1169
45907,2012,1353.866999,1169
50563,2013,1500.761932,1169
56395,2014,1234.722442,1169
61493,2015,1324.795439,1169
67028,2016,1252.4275,1169
72362,2017,1286.159991,1169
81589,2018,1127.427758,1169
1112,2003,1376.45962,1170
6207,2004,1385.030351,1170
10028,2005,1268.428549,1170
14678,2006,1417.611555,1170
19611,2007,1385.012246,1170
24480,2008,1233.779155,1170
29954,2009,1082.372786,1170
34905,2010,1096.795218,1170
40552,2011,1114.547882,1170
45828,2012,1182.766739,1170
52136,2013,1259.519105,1170
57077,2014,1239.654915,1170
61931,2015,1311.66558,1170
67259,2016,1506.011604,1170
72698,2017,1207.329723,1170
81872,2018,1202.892055,1170
1295,2003,1409.339597,1171
5695,2004,1290.365115,1171
10275,2005,1023.87679,1171
15128,2006,1219.371844,1171
19946,2007,1148.204834,1171
24689,2008,1186.091105,1171
29754,2009,1175.955712,1171
35008,2010,1196.701818,1171
40329,2011,1101.54601,1171
46028,2012,1036.943751,1171
51115,2013,1069.639611,1171
56549,2014,1281.929031,1171
61620,2015,1296.392105,1171
67271,2016,1476.273066,1171
72347,2017,1241.725077,1171
81728,2018,1208.522303,1171
2381,2003,1509.766524,1172
5435,2004,1465.297778,1172
10047,2005,1486.000779,1172
14745,2006,1740.454975,1172
20287,2007,1746.044741,1172
24952,2008,1766.09625,1172
30018,2009,1969.968558,1172
35146,2010,1578.698553,1172
40405,2011,1543.523323,1172
45903,2012,1569.700966,1172
51272,2013,1752.800187,1172
56177,2014,1635.280307,1172
61787,2015,1763.769566,1172
67552,2016,1783.063519,1172
72464,2017,1680.999108,1172
82037,2018,1874.456265,1172
1904,2003,1604.169749,1173
5462,2004,1896.122877,1173
10389,2005,1684.302588,1173
14564,2006,1724.328143,1173
20023,2007,1640.261212,1173
24786,2008,1707.343304,1173
29882,2009,1837.70296,1173
35293,2010,1794.216333,1173
40544,2011,1703.811301,1173
45757,2012,1587.488037,1173
51019,2013,1759.519346,1173
56438,2014,1843.43708,1173
61833,2015,1811.082271,1173
67156,2016,1901.71071,1173
72638,2017,1830.335655,1173
81964,2018,1527.655863,1173
1256,2003,1565.677838,1174
6538,2004,1528.752084,1174
10812,2005,1329.128777,1174
14576,2006,1288.19821,1174
20233,2007,1200.916804,1174
25117,2008,1240.177473,1174
29767,2009,1344.7052,1174
35197,2010,1276.524123,1174
40936,2011,1419.002008,1174
45908,2012,1453.450584,1174
50970,2013,1598.626486,1174
56307,2014,1638.362664,1174
62060,2015,1331.995495,1174
67216,2016,1444.049523,1174
72744,2017,1242.186834,1174
81835,2018,1372.261484,1174
2044,2003,1462.270577,1175
5928,2004,1475.44657,1175
10316,2005,1384.309564,1175
14762,2006,1507.74661,1175
20685,2007,1476.265735,1175
24775,2008,1396.396599,1175
29593,2009,1239.554251,1175
35638,2010,1127.103438,1175
40662,2011,1334.648448,1175
47578,2012,1057.770241,1175
51877,2013,1316.350802,1175
56422,2014,1124.838294,1175
61783,2015,1199.677612,1175
66952,2016,1190.140271,1175
72481,2017,1064.718473,1175
81854,2018,902.565199,1175
1069,2003,1557.758959,1176
6706,2004,1484.154113,1176
10540,2005,1500.856382,1176
14882,2006,1615.904291,1176
19693,2007,1200.160346,1176
25180,2008,1174.486342,1176
30017,2009,1253.357855,1176
35147,2010,1484.123902,1176
40409,2011,1395.428152,1176
45837,2012,1626.926564,1176
51274,2013,1611.913756,1176
56671,2014,1673.058599,1176
61797,2015,1548.748204,1176
66962,2016,1476.020399,1176
72589,2017,1434.528974,1176
81858,2018,1569.270422,1176
1999,2003,1586.997986,1177
5543,2004,1560.767929,1177
10252,2005,1686.413252,1177
14708,2006,1656.867498,1177
20208,2007,1740.558001,1177
25058,2008,1659.15195,1177
30165,2009,1566.346453,1177
35230,2010,1539.950645,1177
41886,2011,1401.790215,1177
45831,2012,1491.368285,1177
51748,2013,1557.940119,1177
56399,2014,1484.990692,1177
61715,2015,1582.813772,1177
67158,2016,1568.761053,1177
72506,2017,1474.596235,1177
81892,2018,1671.870786,1177
1373,2003,1537.370971,1178
5630,2004,1675.91868,1178
10875,2005,1578.57734,1178
14862,2006,1495.558084,1178
19763,2007,1461.345779,1178
24957,2008,1416.199358,1178
29978,2009,1346.185023,1178
35149,2010,1475.345813,1178
40410,2011,1603.883324,1178
45879,2012,1545.469649,1178
51275,2013,1741.591417,1178
56179,2014,1671.730646,1178
61907,2015,1484.605456,1178
67696,2016,1504.842899,1178
72407,2017,1338.133194,1178
81710,2018,1133.879007,1178
1198,2003,1449.425284,1179
6637,2004,1524.81494,1179
10542,2005,1376.854392,1179
15010,2006,1551.439199,1179
20544,2007,1609.510079,1179
24880,2008,1735.172341,1179
29883,2009,1898.56872,1179
35150,2010,1436.556685,1179
40747,2011,1529.309508,1179
45880,2012,1529.214349,1179
51289,2013,1605.04501,1179
56441,2014,1704.098358,1179
61660,2015,1261.209536,1179
67158,2016,1381.409122,1179
72657,2017,1176.956183,1179
81682,2018,1501.662207,1179
1220,2003,1529.006105,1180
6546,2004,1633.620183,1180
10342,2005,1646.029079,1180
14434,2006,1644.133727,1180
19857,2007,1776.071705,1180
25422,2008,1608.51397,1180
30334,2009,1307.171184,1180
35064,2010,1488.1107,1180
40792,2011,1689.98414,1180
46103,2012,1581.738524,1180
51846,2013,1637.379599,1180
56339,2014,1639.445882,1180
61971,2015,1494.104978,1180
67510,2016,1335.371149,1180
72243,2017,1287.617738,1180
81823,2018,1411.702283,1180
1522,2003,1694.158183,1181
5595,2004,1890.042793,1181
10229,2005,1995.361724,1181
14748,2006,2071.392948,1181
19858,2007,2067.085435,1181
24621,2008,2034.188189,1181
29724,2009,2114.377869,1181
35152,2010,2123.839303,1181
40580,2011,2207.394271,1181
45832,2012,2193.997623,1181
51108,2013,2179.579409,1181
56100,2014,2011.354932,1181
61514,2015,2147.414317,1181
66985,2016,2143.743261,1181
73662,2017,2011.318687,1181
81992,2018,2082.803818,1181
1070,2003,1401.156616,1182
6529,2004,1399.571387,1182
10474,2005,1315.676951,1182
14917,2006,1261.997017,1182
19794,2007,1125.754526,1182
24620,2008,1595.183959,1182
30170,2009,1613.941883,1182
35153,2010,1753.697943,1182
40871,2011,1723.088145,1182
45809,2012,1656.150122,1182
51044,2013,1515.530858,1182
56575,2014,1368.88608,1182
62028,2015,1380.394947,1182
67113,2016,1594.461714,1182
72128,2017,1418.019976,1182
81944,2018,1346.569704,1182
803,2003,1470.409493,1183
6845,2004,1226.001493,1183
10320,2005,1291.669212,1183
14944,2006,1221.845462,1183
19587,2007,1157.355824,1183
24852,2008,1100.092614,1183
29865,2009,1201.998291,1183
35351,2010,1283.562423,1183
40388,2011,1378.579556,1183
47185,2012,1272.926691,1183
50914,2013,1166.893034,1183
56440,2014,1319.392004,1183
61777,2015,1262.814489,1183
67168,2016,1304.744487,1183
72189,2017,1278.789108,1183
81623,2018,1293.764755,1183
2462,2003,1350.667622,1184
5883,2004,1281.505814,1184
10484,2005,1535.977487,1184
14820,2006,1441.952213,1184
19846,2007,1410.483322,1184
24960,2008,1402.209909,1184
29884,2009,1407.306121,1184
35154,2010,1530.003998,1184
40694,2011,1326.339438,1184
45491,2012,1271.718486,1184
51110,2013,1394.702714,1184
56424,2014,1570.635852,1184
61975,2015,1562.223926,1184
66987,2016,1566.469175,1184
72244,2017,1419.771916,1184
81448,2018,1308.42994,1184
1622,2003,1452.652129,1185
6139,2004,1374.733913,1185
10543,2005,1502.555185,1185
15242,2006,1295.78008,1185
19849,2007,1257.491061,1185
24664,2008,1336.687521,1185
30131,2009,1378.557673,1185
35195,2010,1395.704124,1185
40579,2011,1302.033465,1185
45880,2012,1303.915596,1185
51495,2013,1387.359346,1185
56855,2014,1504.902482,1185
62109,2015,1685.918819,1185
67763,2016,1589.80122,1185
72914,2017,1601.350723,1185
82001,2018,1671.085711,1185
1013,2003,1582.544851,1186
5461,2004,1453.473515,1186
10243,2005,1433.125967,1186
14993,2006,1443.605321,1186
20533,2007,1459.60142,1186
24569,2008,1380.759819,1186
29770,2009,1460.143601,1186
35200,2010,1255.584653,1186
40810,2011,1225.348598,1186
45996,2012,1494.429814,1186
51070,2013,1350.102665,1186
56966,2014,1408.538208,1186
61817,2015,1587.360643,1186
67196,2016,1531.586939,1186
72466,2017,1459.923303,1186
82023,2018,1584.210358,1186
1048,2003,1624.197809,1187
5842,2004,1443.282957,1187
10662,2005,1379.01009,1187
14733,2006,1377.46214,1187
20434,2007,1173.934488,1187
24782,2008,1138.652581,1187
30107,2009,1497.723877,1187
35015,2010,1401.107314,1187
40556,2011,1374.540433,1187
46217,2012,1573.528547,1187
51396,2013,1614.050118,1187
56606,2014,1601.288707,1187
61730,2015,1394.278934,1187
67093,2016,1459.588921,1187
73399,2017,1382.306771,1187
81959,2018,1279.53324,1187
30615,2009,1381.055492,1188
34994,2010,1174.056128,1188
40192,2011,1040.257751,1188
46236,2012,916.8537883,1188
51182,2013,1125.472871,1188
56283,2014,1131.334302,1188
62002,2015,1145.072322,1188
68029,2016,1223.443944,1188
72168,2017,1321.94836,1188
81614,2018,1152.680141,1188
2028,2003,1329.224063,1189
5678,2004,1434.629488,1189
10793,2005,1322.271289,1189
14754,2006,1244.70619,1189
20054,2007,1319.88939,1189
25165,2008,1324.916726,1189
30722,2009,1387.119591,1189
35102,2010,1157.182737,1189
40842,2011,1239.635271,1189
46099,2012,1386.542021,1189
50972,2013,1431.361584,1189
56310,2014,1495.962128,1189
61820,2015,1386.901072,1189
67378,2016,1462.540693,1189
72469,2017,1508.323503,1189
81731,2018,1287.694579,1189
2029,2003,1506.574365,1190
5596,2004,1683.984388,1190
10090,2005,1531.062537,1190
14998,2006,1326.202319,1190
19588,2007,1414.404341,1190
24922,2008,1513.014423,1190
30108,2009,1660.474913,1190
35053,2010,1619.124301,1190
40896,2011,1567.163553,1190
45865,2012,1464.767744,1190
51394,2013,1311.25077,1190
56181,2014,1269.234353,1190
61896,2015,1451.531521,1190
67426,2016,1365.692165,1190
72638,2017,1689.871532,1190
81859,2018,1640.610401,1190
1229,2003,1409.572509,1191
5753,2004,1364.221687,1191
10122,2005,1468.751719,1191
15012,2006,1409.900948,1191
19729,2007,1543.528187,1191
25005,2008,1484.194455,1191
30109,2009,1649.287952,1191
35559,2010,1573.307435,1191
40872,2011,1464.892527,1191
46162,2012,1415.748406,1191
51023,2013,1645.57832,1191
56425,2014,1685.184115,1191
61761,2015,1666.143481,1191
67220,2016,1687.368761,1191
72508,2017,1642.30097,1191
81654,2018,1517.202237,1191
1420,2003,1466.922988,1192
6824,2004,1419.076172,1192
10080,2005,1468.324605,1192
15011,2006,1460.224104,1192
20070,2007,1392.735529,1192
24988,2008,1250.484536,1192
30004,2009,1053.579086,1192
35202,2010,1044.678014,1192
40679,2011,1126.849088,1192
45863,2012,1065.552583,1192
51079,2013,1093.054406,1192
56247,2014,1093.477376,1192
62918,2015,1312.461103,1192
68519,2016,1347.272322,1192
72564,2017,1286.625945,1192
81754,2018,1314.95363,1192
1299,2003,1556.880793,1193
5916,2004,1654.242208,1193
10123,2005,1565.162649,1193
14925,2006,1383.588071,1193
19308,2007,1286.919887,1193
24625,2008,1436.88371,1193
29853,2009,1562.345537,1193
35085,2010,1515.226424,1193
40546,2011,1575.446395,1193
45745,2012,1626.118882,1193
51077,2013,1510.568135,1193
56406,2014,1269.357143,1193
61592,2015,1320.194577,1193
66942,2016,1421.793956,1193
72433,2017,1542.39047,1193
81851,2018,1485.860658,1193
970,2003,1414.321941,1194
6575,2004,1431.822729,1194
10940,2005,1225.282733,1194
15142,2006,1358.256239,1194
19984,2007,1388.286185,1194
24884,2008,1334.897708,1194
30510,2009,1321.004364,1194
35449,2010,1279.955288,1194
40415,2011,1491.658881,1194
45532,2012,1527.824343,1194
51069,2013,1350.854532,1194
56426,2014,1401.338597,1194
62161,2015,1402.986838,1194
67399,2016,1202.543454,1194
72509,2017,1301.900478,1194
81908,2018,1260.650311,1194
24884,2008,1395.929145,1195
30886,2009,1199.915519,1195
35393,2010,1106.112035,1195
40816,2011,1123.423384,1195
45850,2012,1316.65761,1195
50853,2013,1576.658988,1195
57118,2014,1460.399669,1195
61717,2015,1702.848388,1195
68282,2016,1437.64283,1195
72467,2017,1575.18077,1195
81830,2018,1509.528382,1195
876,2003,1674.146822,1196
6459,2004,1881.223057,1196
10144,2005,1777.029396,1196
14709,2006,2090.09765,1196
19424,2007,2049.554236,1196
24580,2008,1966.385978,1196
29984,2009,1756.583863,1196
35116,2010,1905.641409,1196
40627,2011,1813.454403,1196
45887,2012,1997.302541,1196
51446,2013,2048.815218,1196
56546,2014,2026.82828,1196
61824,2015,2055.175852,1196
67245,2016,1803.57829,1196
72131,2017,1914.316191,1196
81973,2018,1931.846368,1196
1421,2003,1406.81037,1197
5734,2004,1362.140308,1197
10216,2005,1383.093283,1197
14833,2006,1302.215229,1197
20100,2007,1241.989694,1197
24791,2008,1224.88984,1197
29727,2009,1268.276779,1197
34903,2010,1090.385255,1197
40880,2011,1061.609497,1197
46012,2012,937.0640796,1197
50854,2013,1144.929704,1197
56389,2014,1060.532345,1197
61415,2015,1098.574626,1197
66871,2016,880.2918849,1197
72434,2017,838.2169323,1197
81889,2018,1026.398657,1197
1011,2003,1391.385546,1198
6133,2004,1282.365626,1198
10602,2005,1355.981866,1198
14871,2006,1409.056571,1198
19386,2007,1279.261664,1198
26156,2008,1348.996198,1198
29872,2009,1323.870098,1198
34845,2010,1191.537929,1198
40746,2011,1211.460381,1198
47037,2012,1297.563123,1198
51563,2013,1386.505325,1198
55930,2014,1468.740112,1198
61595,2015,1420.459991,1198
67332,2016,1257.660549,1198
72725,2017,1274.654872,1198
81902,2018,1307.231041,1198
1202,2003,1536.302152,1199
5537,2004,1691.889945,1199
10544,2005,1595.500157,1199
15013,2006,1643.685857,1199
19730,2007,1773.442554,1199
24460,2008,1878.503232,1199
29789,2009,1790.921299,1199
34929,2010,1942.775509,1199
40510,2011,1845.270752,1199
45774,2012,1842.374875,1199
51195,2013,1766.274413,1199
56317,2014,1802.344055,1199
61869,2015,1686.454793,1199
67295,2016,1763.16423,1199
72510,2017,1856.140575,1199
81891,2018,1844.356725,1199
1204,2003,1309.194791,1200
6309,2004,1262.718343,1200
10242,2005,1400.822163,1200
14751,2006,1409.564866,1200
19862,2007,1714.76236,1200
24793,2008,1570.93088,1200
29774,2009,1221.761566,1200
35295,2010,1229.490834,1200
40416,2011,1193.241361,1200
46870,2012,1410.739046,1200
51655,2013,1347.501236,1200
56489,2014,1383.394478,1200
61936,2015,1306.856796,1200
67296,2016,1602.293851,1200
72280,2017,1489.283295,1200
81887,2018,1275.308874,1200
1247,2003,1555.609492,1201
6462,2004,1659.845485,1201
11021,2005,1592.43395,1201
15045,2006,1549.248281,1201
19799,2007,1643.520863,1201
24953,2008,1594.928848,1201
30050,2009,1439.461665,1201
35296,2010,1470.159142,1201
40875,2011,1483.036129,1201
45827,2012,1469.630003,1201
51205,2013,1536.21512,1201
56183,2014,1644.229015,1201
61519,2015,1488.364855,1201
67221,2016,1617.229929,1201
72644,2017,1653.348467,1201
81946,2018,1688.113523,1201
965,2003,1407.833123,1202
5681,2004,1491.285927,1202
10125,2005,1474.728548,1202
15087,2006,1367.130602,1202
19931,2007,1351.228444,1202
24805,2008,1274.755102,1202
29858,2009,1194.275454,1202
35465,2010,1263.391568,1202
40876,2011,1493.615105,1202
46106,2012,1492.206814,1202
51427,2013,1196.704452,1202
56428,2014,1188.628846,1202
61776,2015,1059.64805,1202
67223,2016,1221.505836,1202
72511,2017,1497.398957,1202
81826,2018,1604.17411,1202
1193,2003,1625.923308,1203
6343,2004,1564.053678,1203
10300,2005,1838.505296,1203
14834,2006,1867.711613,1203
21026,2007,1740.316002,1203
24794,2008,1665.179598,1203
30248,2009,1556.398316,1203
35252,2010,1566.760953,1203
40583,2011,1367.288831,1203
45843,2012,1543.913142,1203
50967,2013,1452.073928,1203
56343,2014,1746.516807,1203
61818,2015,1847.6688,1203
67116,2016,1814.756637,1203
72372,2017,1635.995127,1203
81953,2018,1527.927703,1203
1424,2003,1494.155935,1204
5616,2004,1546.230299,1204
10366,2005,1447.389559,1204
14538,2006,1579.641888,1204
19833,2007,1636.730087,1204
24624,2008,1551.766832,1204
30136,2009,1411.911831,1204
35144,2010,1127.467384,1204
40790,2011,1093.458153,1204
47383,2012,1183.11773,1204
51366,2013,1350.460499,1204
56429,2014,1298.854988,1204
62045,2015,1354.561417,1204
68614,2016,1300.040083,1204
72467,2017,1371.623827,1204
82017,2018,1537.534689,1204
1348,2003,1373.937373,1205
6566,2004,1127.205074,1205
10596,2005,1497.765058,1205
14936,2006,1498.28787,1205
19864,2007,1333.315509,1205
24320,2008,1456.298322,1205
29909,2009,1409.658859,1205
35563,2010,1172.247307,1205
40417,2011,1360.21185,1205
45607,2012,1264.920691,1205
51062,2013,1344.463162,1205
56112,2014,1430.394133,1205
61846,2015,1421.056718,1205
66994,2016,1350.747087,1205
72556,2017,1372.062548,1205
81678,2018,1302.559348,1205
1786,2003,1608.589628,1206
5634,2004,1669.557039,1206
10485,2005,1670.421736,1206
14768,2006,1690.526107,1206
20871,2007,1693.981012,1206
24713,2008,1734.426492,1206
29704,2009,1698.734207,1206
35022,2010,1577.866421,1206
40418,2011,1648.38472,1206
45817,2012,1736.524695,1206
50947,2013,1735.10379,1206
56184,2014,1527.63955,1206
61537,2015,1383.177274,1206
66990,2016,1450.748029,1206
72247,2017,1494.676438,1206
81999,2018,1471.396275,1206
1368,2003,1659.897425,1207
6554,2004,1606.098057,1207
10486,2005,1528.432915,1207
15016,2006,1724.476822,1207
19732,2007,1747.87687,1207
25777,2008,2111.056896,1207
30006,2009,2068.403356,1207
35396,2010,1901.91249,1207
40419,2011,2086.93748,1207
45918,2012,1901.509959,1207
51113,2013,1978.191526,1207
56431,2014,2006.960077,1207
61719,2015,1826.835695,1207
67224,2016,1906.205195,1207
72248,2017,1592.923086,1207
81903,2018,1633.269764,1207
1700,2003,1731.238887,1208
5469,2004,1652.246726,1208
10367,2005,1657.071483,1208
14753,2006,1615.525333,1208
20159,2007,1741.501776,1208
25332,2008,1698.530862,1208
29901,2009,1620.480632,1208
35268,2010,1500.005479,1208
40548,2011,1731.687716,1208
45615,2012,1737.439456,1208
51287,2013,1576.439082,1208
56609,2014,1600.429128,1208
61470,2015,1779.573698,1208
67631,2016,1818.376672,1208
72472,2017,1768.079829,1208
81985,2018,1801.928548,1208
1290,2003,1388.484619,1209
6612,2004,1567.830462,1209
10108,2005,1519.028975,1209
14994,2006,1383.839852,1209
19814,2007,1300.677631,1209
24797,2008,1320.676507,1209
30113,2009,1317.246333,1209
34964,2010,1459.629985,1209
40880,2011,1345.69757,1209
45579,2012,1506.240072,1209
50945,2013,1520.014778,1209
56610,2014,1474.663739,1209
62022,2015,1771.067756,1209
67632,2016,1706.622398,1209
72784,2017,1469.386698,1209
82038,2018,1654.856209,1209
1920,2003,1604.82834,1210
5470,2004,1859.133339,1210
10301,2005,1913.345324,1210
14838,2006,1667.356915,1210
19686,2007,1681.509451,1210
24797,2008,1754.754383,1210
30183,2009,1769.242892,1210
35496,2010,1777.354126,1210
40548,2011,1714.083284,1210
45724,2012,1561.185327,1210
51114,2013,1621.303179,1210
56219,2014,1599.094588,1210
61520,2015,1769.78275,1210
67347,2016,1782.095601,1210
72440,2017,1675.139009,1210
81862,2018,1621.238916,1210
985,2003,1590.470832,1211
5471,2004,1851.320629,1211
10606,2005,2013.590667,1211
14791,2006,1989.492928,1211
19530,2007,2032.226653,1211
24626,2008,1859.054447,1211
30175,2009,2018.372677,1211
35025,2010,2039.23544,1211
41918,2011,1914.54544,1211
46066,2012,1884.643007,1211
51828,2013,2012.689831,1211
56433,2014,2107.051232,1211
61789,2015,2072.169497,1211
67118,2016,2102.571685,1211
72375,2017,2084.516697,1211
81865,2018,2142.204268,1211
1315,2003,1316.540245,1212
5776,2004,1274.401189,1212
10880,2005,1342.325776,1212
15580,2006,1275.064721,1212
20645,2007,1213.970917,1212
26683,2008,1004.469503,1212
30125,2009,1011.715548,1212
35528,2010,841.4464373,1212
40642,2011,926.1423332,1212
47085,2012,1031.123704,1212
51860,2013,846.055598,1212
57025,2014,618.56017,1212
61964,2015,818.4533269,1212
68616,2016,791.7957733,1212
72268,2017,873.7578899,1212
81744,2018,1259.88975,1212
56786,2014,1430.326408,1213
61472,2015,1368.203681,1213
67633,2016,1562.806993,1213
72395,2017,1472.531129,1213
82025,2018,1597.294269,1213
1611,2003,1540.559091,1214
5236,2004,1367.216612,1214
10053,2005,1379.562734,1214
15198,2006,1294.254685,1214
19531,2007,1295.961955,1214
24627,2008,1483.802764,1214
29895,2009,1435.333194,1214
34931,2010,1310.012329,1214
40421,2011,1511.110028,1214
45775,2012,1318.697989,1214
51162,2013,1179.344688,1214
56118,2014,1240.896543,1214
61744,2015,1380.502814,1214
67415,2016,1479.183829,1214
72376,2017,1340.705012,1214
82024,2018,1379.205884,1214
1222,2003,1425.975785,1216
6780,2004,1358.204412,1216
10994,2005,1289.299585,1216
14792,2006,1260.862494,1216
19867,2007,1353.642984,1216
24640,2008,1341.599539,1216
30742,2009,1367.83857,1216
35069,2010,1161.239816,1216
40510,2011,1084.497376,1216
45726,2012,1039.96479,1216
51012,2013,1349.619223,1216
56238,2014,1269.998785,1216
61564,2015,1378.796325,1216
66980,2016,1206.683338,1216
72145,2017,1131.032404,1216
81879,2018,1446.889685,1216
850,2003,1570.191568,1217
6031,2004,1212.640232,1217
10091,2005,1235.988254,1217
14557,2006,1516.477448,1217
19597,2007,1302.536402,1217
24508,2008,1414.650569,1217
29896,2009,1282.166121,1217
34932,2010,1508.614792,1217
40444,2011,1632.474292,1217
45878,2012,1846.970415,1217
51078,2013,1738.138902,1217
56344,2014,1784.825946,1217
61631,2015,1835.55218,1217
67000,2016,1596.419048,1217
72512,2017,1462.887477,1217
82040,2018,1637.861482,1217
1425,2003,1622.399174,1218
6692,2004,1624.119686,1218
10548,2005,1697.501336,1218
15151,2006,1703.700695,1218
20352,2007,1713.262999,1218
24971,2008,1590.015351,1218
30116,2009,1377.855519,1218
35253,2010,1341.122174,1218
40845,2011,1423.325412,1218
46182,2012,1428.181495,1218
51590,2013,1385.151217,1218
56437,2014,1557.675683,1218
61474,2015,1546.084362,1218
67722,2016,1673.520147,1218
72582,2017,1592.24894,1218
81958,2018,1418.596234,1218
1836,2003,1439.923975,1219
5681,2004,1346.675011,1219
10881,2005,1400.913947,1219
15020,2006,1374.10419,1219
20295,2007,1432.81989,1219
24786,2008,1364.219511,1219
29943,2009,1238.336009,1219
35694,2010,1220.207617,1219
41016,2011,1335.648969,1219
46126,2012,1213.67604,1219
51364,2013,1302.363029,1219
56767,2014,1298.429275,1219
61632,2015,1497.308237,1219
67162,2016,1540.436609,1219
72170,2017,1381.203778,1219
81570,2018,1169.836626,1219
1225,2003,1316.107381,1220
6345,2004,1506.326147,1220
10942,2005,1657.462519,1220
14969,2006,1668.308158,1220
20693,2007,1801.614249,1220
25057,2008,1552.596127,1220
30052,2009,1586.399954,1220
35161,2010,1567.850661,1220
40670,2011,1592.228958,1220
45672,2012,1602.691242,1220
51008,2013,1298.072123,1220
56363,2014,1148.758461,1220
61790,2015,1514.275565,1220
67175,2016,1601.218633,1220
72379,2017,1624.602122,1220
81842,2018,1574.081507,1220
1314,2003,1586.605863,1221
6310,2004,1666.786219,1221
10076,2005,1568.437862,1221
14755,2006,1554.171806,1221
19583,2007,1626.797983,1221
24618,2008,1758.188856,1221
29698,2009,1354.366807,1221
34967,2010,1398.667496,1221
40748,2011,1253.532657,1221
45665,2012,1422.55955,1221
50857,2013,1405.896993,1221
56188,2014,1435.341641,1221
61825,2015,1400.946844,1221
67165,2016,1368.187183,1221
72250,2017,1528.104848,1221
81824,2018,1391.860973,1221
1246,2003,1385.285853,1222
6541,2004,1425.303397,1222
10570,2005,1518.438217,1222
15300,2006,1630.910041,1222
20253,2007,1711.581617,1222
24630,2008,1720.796192,1222
30118,2009,1744.164888,1222
35712,2010,1731.00638,1222
40424,2011,1657.89788,1222
45814,2012,1421.575439,1222
51116,2013,1484.233984,1222
56189,2014,1530.227824,1222
61996,2015,1548.873467,1222
67381,2016,1602.679883,1222
72380,2017,1765.958928,1222
82036,2018,1996.116835,1222
26528,2008,1278.231556,1223
29846,2009,1186.893148,1223
35192,2010,1029.957684,1223
40765,2011,1148.603009,1223
45332,2012,1038.131723,1223
51252,2013,1012.389065,1223
56897,2014,1123.969776,1223
61977,2015,1019.730078,1223
68476,2016,1381.464237,1223
72654,2017,1355.583017,1223
81794,2018,1086.432265,1223
1390,2003,1445.637591,1224
5456,2004,1385.098258,1224
11204,2005,1201.779088,1224
15163,2006,885.9788407,1224
19713,2007,1239.929107,1224
24627,2008,1165.512318,1224
29895,2009,961.7659772,1224
34835,2010,1011.285747,1224
40421,2011,962.8486115,1224
45918,2012,1017.674297,1224
51076,2013,1128.25759,1224
56329,2014,998.8511514,1224
61729,2015,1102.442513,1224
67173,2016,1367.333602,1224
72571,2017,1100.606008,1224
81864,2018,1028.222428,1224
1928,2003,1444.205067,1225
5756,2004,1368.415911,1225
10339,2005,1366.786238,1225
14878,2006,1194.444794,1225
19783,2007,1106.824006,1225
24972,2008,1083.280032,1225
29941,2009,1447.708947,1225
35255,2010,1637.623979,1225
40722,2011,1467.655742,1225
46003,2012,1647.432319,1225
51070,2013,1542.88054,1225
56508,2014,1412.383844,1225
61822,2015,1388.428874,1225
66966,2016,1271.02774,1225
72696,2017,1412.652006,1225
81952,2018,1525.839449,1225
2145,2003,1490.411667,1226
6470,2004,1352.525022,1226
10274,2005,1291.804656,1226
14842,2006,1389.71487,1226
20160,2007,1423.513332,1226
24776,2008,1267.797187,1226
30668,2009,1308.619869,1226
35001,2010,1429.450498,1226
40864,2011,1207.827601,1226
45932,2012,1192.277789,1226
51497,2013,1142.814077,1226
56826,2014,1149.465868,1226
61763,2015,1312.938662,1226
68514,2016,1109.561857,1226
72199,2017,1258.123228,1226
